nik,nama,usia,jenis_kelamin,alamat,kota,pekerjaan,status_perkawinan
320146001061,Penduduk_1061,43,Perempuan,Jl. Contoh No.1061,Yogyakarta,Guru,Cerai Mati
320181001062,Penduduk_1062,27,Perempuan,Jl. Contoh No.1062,Medan,Guru,Cerai Mati
320184001063,Penduduk_1063,69,Perempuan,Jl. Contoh No.1063,Surabaya,Dokter,Belum Kawin
320169001064,Penduduk_1064,20,Perempuan,Jl. Contoh No.1064,Jakarta,Guru,Cerai Mati
320142001065,Penduduk_1065,11,Laki-laki,Jl. Contoh No.1065,Medan,PNS,Belum Kawin
320148001066,Penduduk_1066,74,Perempuan,Jl. Contoh No.1066,Yogyakarta,Dokter,Kawin
320199001067,Penduduk_1067,38,Perempuan,Jl. Contoh No.1067,Makassar,Guru,Cerai Mati
320140001068,Penduduk_1068,6,Laki-laki,Jl. Contoh No.1068,Surabaya,Dokter,Cerai Mati
320164001069,Penduduk_1069,72,Laki-laki,Jl. Contoh No.1069,Makassar,Wiraswasta,Cerai Mati
320134001070,Penduduk_1070,23,Perempuan,Jl. Contoh No.1070,Yogyakarta,Pengangguran,Kawin
320102001071,Penduduk_1071,47,Laki-laki,Jl. Contoh No.1071,Bandung,Pengangguran,Belum Kawin
320110001072,Penduduk_1072,46,Perempuan,Jl. Contoh No.1072,Surabaya,PNS,Cerai Hidup
320153001073,Penduduk_1073,12,Perempuan,Jl. Contoh No.1073,Medan,Petani,Cerai Mati
320111001074,Penduduk_1074,13,Laki-laki,Jl. Contoh No.1074,Surabaya,Pelajar,Belum Kawin
320150001075,Penduduk_1075,62,Perempuan,Jl. Contoh No.1075,Makassar,Guru,Kawin
320191001076,Penduduk_1076,82,Perempuan,Jl. Contoh No.1076,Jakarta,Pelajar,Cerai Hidup
320166001077,Penduduk_1077,89,Perempuan,Jl. Contoh No.1077,Surabaya,Dokter,Cerai Mati
320175001078,Penduduk_1078,60,Perempuan,Jl. Contoh No.1078,Medan,Pelajar,Kawin
320193001079,Penduduk_1079,43,Laki-laki,Jl. Contoh No.1079,Bandung,PNS,Kawin
320163001080,Penduduk_1080,76,Laki-laki,Jl. Contoh No.1080,Denpasar,PNS,Cerai Hidup
320186001081,Penduduk_1081,68,Perempuan,Jl. Contoh No.1081,Jakarta,Mahasiswa,Belum Kawin
320178001082,Penduduk_1082,5,Laki-laki,Jl. Contoh No.1082,Bandung,Pengangguran,Cerai Mati
320164001083,Penduduk_1083,37,Perempuan,Jl. Contoh No.1083,Surabaya,Guru,Cerai Mati
320104001084,Penduduk_1084,72,Perempuan,Jl. Contoh No.1084,Makassar,Mahasiswa,Belum Kawin
320139001085,Penduduk_1085,31,Perempuan,Jl. Contoh No.1085,Yogyakarta,Pelajar,Belum Kawin
320199001086,Penduduk_1086,9,Perempuan,Jl. Contoh No.1086,Makassar,Petani,Belum Kawin
320188001087,Penduduk_1087,51,Perempuan,Jl. Contoh No.1087,Medan,Mahasiswa,Cerai Hidup
320183001088,Penduduk_1088,29,Laki-laki,Jl. Contoh No.1088,Makassar,Mahasiswa,Cerai Hidup
320185001089,Penduduk_1089,78,Perempuan,Jl. Contoh No.1089,Jakarta,PNS,Cerai Mati
320154001090,Penduduk_1090,40,Laki-laki,Jl. Contoh No.1090,Makassar,Petani,Cerai Hidup
320167001091,Penduduk_1091,41,Laki-laki,Jl. Contoh No.1091,Medan,Dokter,Kawin
320112001092,Penduduk_1092,86,Perempuan,Jl. Contoh No.1092,Denpasar,Pelajar,Cerai Mati
320103001093,Penduduk_1093,11,Perempuan,Jl. Contoh No.1093,Surabaya,Mahasiswa,Cerai Hidup
320140001094,Penduduk_1094,23,Perempuan,Jl. Contoh No.1094,Yogyakarta,Petani,Belum Kawin
320166001095,Penduduk_1095,1,Perempuan,Jl. Contoh No.1095,Surabaya,Pengangguran,Kawin
320131001096,Penduduk_1096,46,Perempuan,Jl. Contoh No.1096,Makassar,Guru,Belum Kawin
320137001097,Penduduk_1097,21,Laki-laki,Jl. Contoh No.1097,Bandung,Petani,Cerai Mati
320128001098,Penduduk_1098,36,Perempuan,Jl. Contoh No.1098,Surabaya,Pengangguran,Belum Kawin
320123001099,Penduduk_1099,54,Perempuan,Jl. Contoh No.1099,Denpasar,Pelajar,Cerai Hidup
320111001100,Penduduk_1100,87,Laki-laki,Jl. Contoh No.1100,Makassar,Petani,Cerai Hidup
320154001101,Penduduk_1101,57,Laki-laki,Jl. Contoh No.1101,Yogyakarta,Pengangguran,Cerai Mati
320122001102,Penduduk_1102,1,Perempuan,Jl. Contoh No.1102,Medan,Petani,Belum Kawin
320157001103,Penduduk_1103,63,Laki-laki,Jl. Contoh No.1103,Denpasar,Petani,Cerai Mati
320173001104,Penduduk_1104,54,Perempuan,Jl. Contoh No.1104,Makassar,Guru,Belum Kawin
320137001105,Penduduk_1105,55,Laki-laki,Jl. Contoh No.1105,Denpasar,Pengangguran,Kawin
320175001106,Penduduk_1106,40,Laki-laki,Jl. Contoh No.1106,Surabaya,Pengangguran,Cerai Hidup
320105001107,Penduduk_1107,15,Perempuan,Jl. Contoh No.1107,Yogyakarta,Mahasiswa,Cerai Mati
320129001108,Penduduk_1108,21,Laki-laki,Jl. Contoh No.1108,Medan,Pelajar,Kawin
320127001109,Penduduk_1109,47,Laki-laki,Jl. Contoh No.1109,Makassar,Guru,Kawin
320195001110,Penduduk_1110,73,Laki-laki,Jl. Contoh No.1110,Jakarta,Petani,Cerai Mati
320180001111,Penduduk_1111,53,Laki-laki,Jl. Contoh No.1111,Medan,Petani,Cerai Mati
320174001112,Penduduk_1112,9,Laki-laki,Jl. Contoh No.1112,Jakarta,Mahasiswa,Kawin
320199001113,Penduduk_1113,74,Laki-laki,Jl. Contoh No.1113,Denpasar,Pelajar,Belum Kawin
320135001114,Penduduk_1114,52,Perempuan,Jl. Contoh No.1114,Bandung,PNS,Kawin
320139001115,Penduduk_1115,57,Perempuan,Jl. Contoh No.1115,Medan,Guru,Cerai Mati
320190001116,Penduduk_1116,26,Laki-laki,Jl. Contoh No.1116,Denpasar,Mahasiswa,Kawin
320151001117,Penduduk_1117,41,Perempuan,Jl. Contoh No.1117,Jakarta,Pelajar,Belum Kawin
320111001118,Penduduk_1118,35,Perempuan,Jl. Contoh No.1118,Surabaya,Guru,Cerai Hidup
320134001119,Penduduk_1119,63,Perempuan,Jl. Contoh No.1119,Surabaya,Petani,Cerai Hidup
320165001120,Penduduk_1120,25,Laki-laki,Jl. Contoh No.1120,Bandung,Pelajar,Kawin
320146001121,Penduduk_1121,75,Perempuan,Jl. Contoh No.1121,Medan,Pelajar,Belum Kawin
320102001122,Penduduk_1122,38,Laki-laki,Jl. Contoh No.1122,Medan,Dokter,Cerai Hidup
320176001123,Penduduk_1123,2,Perempuan,Jl. Contoh No.1123,Medan,Pelajar,Kawin
320174001124,Penduduk_1124,7,Laki-laki,Jl. Contoh No.1124,Denpasar,PNS,Kawin
320128001125,Penduduk_1125,82,Laki-laki,Jl. Contoh No.1125,Yogyakarta,Pelajar,Belum Kawin
320108001126,Penduduk_1126,34,Perempuan,Jl. Contoh No.1126,Yogyakarta,PNS,Cerai Mati
320174001127,Penduduk_1127,17,Perempuan,Jl. Contoh No.1127,Bandung,Petani,Kawin
320193001128,Penduduk_1128,43,Laki-laki,Jl. Contoh No.1128,Medan,PNS,Cerai Mati
320143001129,Penduduk_1129,59,Perempuan,Jl. Contoh No.1129,Denpasar,Guru,Cerai Mati
320198001130,Penduduk_1130,51,Perempuan,Jl. Contoh No.1130,Surabaya,Petani,Cerai Hidup
320188001131,Penduduk_1131,54,Perempuan,Jl. Contoh No.1131,Jakarta,Petani,Cerai Mati
320155001132,Penduduk_1132,24,Laki-laki,Jl. Contoh No.1132,Denpasar,PNS,Belum Kawin
320113001133,Penduduk_1133,25,Laki-laki,Jl. Contoh No.1133,Yogyakarta,Pengangguran,Cerai Hidup
320167001134,Penduduk_1134,71,Perempuan,Jl. Contoh No.1134,Yogyakarta,Mahasiswa,Cerai Hidup
320101001135,Penduduk_1135,52,Perempuan,Jl. Contoh No.1135,Surabaya,Wiraswasta,Cerai Hidup
320163001136,Penduduk_1136,70,Perempuan,Jl. Contoh No.1136,Surabaya,Pengangguran,Kawin
320163001137,Penduduk_1137,88,Laki-laki,Jl. Contoh No.1137,Jakarta,Pelajar,Kawin
320136001138,Penduduk_1138,33,Laki-laki,Jl. Contoh No.1138,Surabaya,Dokter,Cerai Mati
320184001139,Penduduk_1139,49,Perempuan,Jl. Contoh No.1139,Bandung,Wiraswasta,Cerai Hidup
320140001140,Penduduk_1140,29,Perempuan,Jl. Contoh No.1140,Jakarta,Pelajar,Cerai Hidup
320187001141,Penduduk_1141,63,Perempuan,Jl. Contoh No.1141,Surabaya,Pengangguran,Belum Kawin
320154001142,Penduduk_1142,22,Perempuan,Jl. Contoh No.1142,Makassar,Pengangguran,Cerai Mati
320180001143,Penduduk_1143,26,Perempuan,Jl. Contoh No.1143,Denpasar,Pelajar,Belum Kawin
320101001144,Penduduk_1144,28,Perempuan,Jl. Contoh No.1144,Surabaya,Petani,Cerai Mati
320165001145,Penduduk_1145,85,Laki-laki,Jl. Contoh No.1145,Bandung,Pelajar,Cerai Mati
320124001146,Penduduk_1146,49,Perempuan,Jl. Contoh No.1146,Medan,Dokter,Kawin
320156001147,Penduduk_1147,71,Laki-laki,Jl. Contoh No.1147,Surabaya,Pengangguran,Kawin
320108001148,Penduduk_1148,81,Perempuan,Jl. Contoh No.1148,Yogyakarta,Pelajar,Belum Kawin
320127001149,Penduduk_1149,84,Perempuan,Jl. Contoh No.1149,Yogyakarta,PNS,Cerai Mati
320164001150,Penduduk_1150,49,Laki-laki,Jl. Contoh No.1150,Yogyakarta,Wiraswasta,Cerai Hidup
320117001151,Penduduk_1151,20,Laki-laki,Jl. Contoh No.1151,Medan,PNS,Kawin
320152001152,Penduduk_1152,86,Laki-laki,Jl. Contoh No.1152,Yogyakarta,Dokter,Cerai Hidup
320106001153,Penduduk_1153,63,Laki-laki,Jl. Contoh No.1153,Makassar,Pelajar,Belum Kawin
320179001154,Penduduk_1154,61,Perempuan,Jl. Contoh No.1154,Surabaya,Guru,Kawin
320162001155,Penduduk_1155,49,Laki-laki,Jl. Contoh No.1155,Yogyakarta,Dokter,Kawin
320193001156,Penduduk_1156,71,Perempuan,Jl. Contoh No.1156,Jakarta,Petani,Cerai Mati
320137001157,Penduduk_1157,1,Laki-laki,Jl. Contoh No.1157,Medan,PNS,Belum Kawin
320178001158,Penduduk_1158,13,Perempuan,Jl. Contoh No.1158,Makassar,PNS,Cerai Mati
320177001159,Penduduk_1159,87,Perempuan,Jl. Contoh No.1159,Jakarta,Mahasiswa,Kawin
320159001160,Penduduk_1160,51,Perempuan,Jl. Contoh No.1160,Jakarta,Pelajar,Belum Kawin
320112001161,Penduduk_1161,56,Perempuan,Jl. Contoh No.1161,Jakarta,Petani,Kawin
320155001162,Penduduk_1162,83,Perempuan,Jl. Contoh No.1162,Jakarta,Guru,Belum Kawin
320199001163,Penduduk_1163,62,Perempuan,Jl. Contoh No.1163,Surabaya,PNS,Kawin
320191001164,Penduduk_1164,32,Laki-laki,Jl. Contoh No.1164,Yogyakarta,PNS,Cerai Hidup
320104001165,Penduduk_1165,30,Perempuan,Jl. Contoh No.1165,Denpasar,Petani,Cerai Hidup
320146001166,Penduduk_1166,29,Laki-laki,Jl. Contoh No.1166,Surabaya,Dokter,Cerai Mati
320104001167,Penduduk_1167,49,Laki-laki,Jl. Contoh No.1167,Surabaya,Dokter,Cerai Hidup
320145001168,Penduduk_1168,45,Perempuan,Jl. Contoh No.1168,Makassar,Pelajar,Kawin
320158001169,Penduduk_1169,30,Laki-laki,Jl. Contoh No.1169,Makassar,Pengangguran,Kawin
320110001170,Penduduk_1170,16,Perempuan,Jl. Contoh No.1170,Yogyakarta,Mahasiswa,Cerai Hidup
320187001171,Penduduk_1171,40,Laki-laki,Jl. Contoh No.1171,Denpasar,PNS,Cerai Mati
320150001172,Penduduk_1172,19,Perempuan,Jl. Contoh No.1172,Makassar,Pengangguran,Cerai Hidup
320164001173,Penduduk_1173,18,Laki-laki,Jl. Contoh No.1173,Yogyakarta,Pengangguran,Belum Kawin
320185001174,Penduduk_1174,1,Perempuan,Jl. Contoh No.1174,Yogyakarta,Mahasiswa,Belum Kawin
320187001175,Penduduk_1175,78,Perempuan,Jl. Contoh No.1175,Bandung,Pengangguran,Belum Kawin
320198001176,Penduduk_1176,47,Perempuan,Jl. Contoh No.1176,Denpasar,Pengangguran,Cerai Hidup
320198001177,Penduduk_1177,66,Perempuan,Jl. Contoh No.1177,Makassar,Dokter,Cerai Hidup
320144001178,Penduduk_1178,38,Laki-laki,Jl. Contoh No.1178,Denpasar,Dokter,Cerai Hidup
320182001179,Penduduk_1179,51,Perempuan,Jl. Contoh No.1179,Surabaya,Wiraswasta,Belum Kawin
320156001180,Penduduk_1180,63,Laki-laki,Jl. Contoh No.1180,Surabaya,Guru,Cerai Mati
320191001181,Penduduk_1181,4,Laki-laki,Jl. Contoh No.1181,Denpasar,Pelajar,Kawin
320103001182,Penduduk_1182,1,Laki-laki,Jl. Contoh No.1182,Bandung,Pengangguran,Cerai Hidup
320109001183,Penduduk_1183,8,Perempuan,Jl. Contoh No.1183,Bandung,Wiraswasta,Cerai Mati
320151001184,Penduduk_1184,29,Laki-laki,Jl. Contoh No.1184,Denpasar,Guru,Kawin
320148001185,Penduduk_1185,55,Laki-laki,Jl. Contoh No.1185,Makassar,Wiraswasta,Kawin
320119001186,Penduduk_1186,3,Laki-laki,Jl. Contoh No.1186,Medan,Wiraswasta,Kawin
320154001187,Penduduk_1187,32,Perempuan,Jl. Contoh No.1187,Bandung,Pelajar,Cerai Mati
320136001188,Penduduk_1188,10,Perempuan,Jl. Contoh No.1188,Jakarta,Pelajar,Cerai Mati
320133001189,Penduduk_1189,74,Laki-laki,Jl. Contoh No.1189,Surabaya,Petani,Belum Kawin
320104001190,Penduduk_1190,83,Perempuan,Jl. Contoh No.1190,Denpasar,Mahasiswa,Cerai Mati
320122001191,Penduduk_1191,34,Perempuan,Jl. Contoh No.1191,Jakarta,Mahasiswa,Cerai Mati
320131001192,Penduduk_1192,87,Laki-laki,Jl. Contoh No.1192,Denpasar,Petani,Cerai Mati
320180001193,Penduduk_1193,55,Laki-laki,Jl. Contoh No.1193,Yogyakarta,Petani,Kawin
320130001194,Penduduk_1194,32,Perempuan,Jl. Contoh No.1194,Surabaya,Dokter,Cerai Hidup
320116001195,Penduduk_1195,50,Laki-laki,Jl. Contoh No.1195,Surabaya,Guru,Belum Kawin
320191001196,Penduduk_1196,7,Perempuan,Jl. Contoh No.1196,Bandung,Wiraswasta,Cerai Hidup
320130001197,Penduduk_1197,8,Perempuan,Jl. Contoh No.1197,Bandung,Pengangguran,Cerai Hidup
320178001198,Penduduk_1198,65,Perempuan,Jl. Contoh No.1198,Jakarta,Petani,Cerai Mati
320134001199,Penduduk_1199,57,Perempuan,Jl. Contoh No.1199,Yogyakarta,PNS,Belum Kawin
320105001200,Penduduk_1200,67,Perempuan,Jl. Contoh No.1200,Denpasar,Mahasiswa,Cerai Hidup
320148001201,Penduduk_1201,88,Perempuan,Jl. Contoh No.1201,Yogyakarta,Petani,Cerai Hidup
320160001202,Penduduk_1202,87,Laki-laki,Jl. Contoh No.1202,Surabaya,PNS,Belum Kawin
320183001203,Penduduk_1203,59,Laki-laki,Jl. Contoh No.1203,Jakarta,PNS,Cerai Mati
320136001204,Penduduk_1204,72,Perempuan,Jl. Contoh No.1204,Medan,PNS,Cerai Hidup
320106001205,Penduduk_1205,54,Perempuan,Jl. Contoh No.1205,Jakarta,Dokter,Kawin
320172001206,Penduduk_1206,67,Perempuan,Jl. Contoh No.1206,Makassar,Dokter,Cerai Hidup
320154001207,Penduduk_1207,51,Laki-laki,Jl. Contoh No.1207,Jakarta,Pengangguran,Kawin
320105001208,Penduduk_1208,8,Perempuan,Jl. Contoh No.1208,Yogyakarta,Pengangguran,Cerai Mati
320172001209,Penduduk_1209,34,Laki-laki,Jl. Contoh No.1209,Makassar,PNS,Cerai Hidup
320104001210,Penduduk_1210,35,Perempuan,Jl. Contoh No.1210,Makassar,Guru,Belum Kawin
320171001211,Penduduk_1211,88,Perempuan,Jl. Contoh No.1211,Makassar,Dokter,Belum Kawin
320127001212,Penduduk_1212,78,Laki-laki,Jl. Contoh No.1212,Medan,Wiraswasta,Cerai Hidup
320128001213,Penduduk_1213,32,Laki-laki,Jl. Contoh No.1213,Jakarta,PNS,Cerai Mati
320133001214,Penduduk_1214,46,Perempuan,Jl. Contoh No.1214,Yogyakarta,Wiraswasta,Cerai Mati
320142001215,Penduduk_1215,16,Perempuan,Jl. Contoh No.1215,Jakarta,Wiraswasta,Belum Kawin
320112001216,Penduduk_1216,68,Perempuan,Jl. Contoh No.1216,Medan,PNS,Cerai Hidup
320127001217,Penduduk_1217,37,Laki-laki,Jl. Contoh No.1217,Surabaya,Mahasiswa,Cerai Mati
320188001218,Penduduk_1218,54,Laki-laki,Jl. Contoh No.1218,Bandung,Guru,Belum Kawin
320138001219,Penduduk_1219,85,Laki-laki,Jl. Contoh No.1219,Yogyakarta,PNS,Kawin
320116001220,Penduduk_1220,14,Laki-laki,Jl. Contoh No.1220,Yogyakarta,Pengangguran,Cerai Hidup
320155001221,Penduduk_1221,55,Laki-laki,Jl. Contoh No.1221,Jakarta,PNS,Kawin
320177001222,Penduduk_1222,48,Laki-laki,Jl. Contoh No.1222,Bandung,Dokter,Kawin
320146001223,Penduduk_1223,82,Perempuan,Jl. Contoh No.1223,Denpasar,PNS,Cerai Mati
320186001224,Penduduk_1224,7,Perempuan,Jl. Contoh No.1224,Denpasar,Mahasiswa,Cerai Mati
320189001225,Penduduk_1225,74,Laki-laki,Jl. Contoh No.1225,Medan,Dokter,Cerai Mati
320108001226,Penduduk_1226,7,Perempuan,Jl. Contoh No.1226,Denpasar,Pengangguran,Cerai Hidup
320197001227,Penduduk_1227,33,Perempuan,Jl. Contoh No.1227,Yogyakarta,Pelajar,Kawin
320164001228,Penduduk_1228,23,Laki-laki,Jl. Contoh No.1228,Denpasar,Pelajar,Cerai Hidup
320119001229,Penduduk_1229,85,Perempuan,Jl. Contoh No.1229,Surabaya,Wiraswasta,Cerai Mati
320180001230,Penduduk_1230,19,Laki-laki,Jl. Contoh No.1230,Surabaya,Guru,Kawin
320102001231,Penduduk_1231,19,Laki-laki,Jl. Contoh No.1231,Surabaya,Wiraswasta,Cerai Hidup
320183001232,Penduduk_1232,36,Perempuan,Jl. Contoh No.1232,Denpasar,Mahasiswa,Cerai Hidup
320140001233,Penduduk_1233,29,Laki-laki,Jl. Contoh No.1233,Medan,Petani,Belum Kawin
320120001234,Penduduk_1234,60,Laki-laki,Jl. Contoh No.1234,Makassar,Pengangguran,Cerai Hidup
320108001235,Penduduk_1235,82,Laki-laki,Jl. Contoh No.1235,Makassar,Guru,Cerai Mati
320190001236,Penduduk_1236,2,Laki-laki,Jl. Contoh No.1236,Bandung,Pengangguran,Cerai Hidup
320148001237,Penduduk_1237,1,Laki-laki,Jl. Contoh No.1237,Makassar,Pelajar,Kawin
320168001238,Penduduk_1238,47,Laki-laki,Jl. Contoh No.1238,Makassar,Wiraswasta,Cerai Hidup
320163001239,Penduduk_1239,69,Laki-laki,Jl. Contoh No.1239,Surabaya,Pengangguran,Belum Kawin
320107001240,Penduduk_1240,20,Laki-laki,Jl. Contoh No.1240,Surabaya,Pelajar,Kawin
320121001241,Penduduk_1241,11,Perempuan,Jl. Contoh No.1241,Denpasar,Mahasiswa,Kawin
320135001242,Penduduk_1242,2,Perempuan,Jl. Contoh No.1242,Bandung,Mahasiswa,Belum Kawin
320168001243,Penduduk_1243,67,Perempuan,Jl. Contoh No.1243,Jakarta,Petani,Cerai Mati
320154001244,Penduduk_1244,87,Laki-laki,Jl. Contoh No.1244,Yogyakarta,Pengangguran,Kawin
320163001245,Penduduk_1245,12,Laki-laki,Jl. Contoh No.1245,Bandung,Petani,Cerai Mati
320142001246,Penduduk_1246,20,Perempuan,Jl. Contoh No.1246,Bandung,Dokter,Kawin
320125001247,Penduduk_1247,5,Perempuan,Jl. Contoh No.1247,Medan,Guru,Kawin
320132001248,Penduduk_1248,37,Perempuan,Jl. Contoh No.1248,Denpasar,Pengangguran,Cerai Mati
320155001249,Penduduk_1249,38,Laki-laki,Jl. Contoh No.1249,Medan,Mahasiswa,Kawin
320168001250,Penduduk_1250,9,Perempuan,Jl. Contoh No.1250,Bandung,Wiraswasta,Cerai Mati
320175001251,Penduduk_1251,53,Perempuan,Jl. Contoh No.1251,Bandung,Pelajar,Belum Kawin
320188001252,Penduduk_1252,44,Laki-laki,Jl. Contoh No.1252,Bandung,PNS,Cerai Mati
320102001253,Penduduk_1253,86,Perempuan,Jl. Contoh No.1253,Makassar,Petani,Belum Kawin
320128001254,Penduduk_1254,24,Laki-laki,Jl. Contoh No.1254,Yogyakarta,PNS,Kawin
320156001255,Penduduk_1255,81,Laki-laki,Jl. Contoh No.1255,Yogyakarta,Pengangguran,Cerai Mati
320188001256,Penduduk_1256,74,Laki-laki,Jl. Contoh No.1256,Medan,Wiraswasta,Kawin
320188001257,Penduduk_1257,30,Perempuan,Jl. Contoh No.1257,Bandung,Petani,Cerai Mati
320161001258,Penduduk_1258,59,Perempuan,Jl. Contoh No.1258,Yogyakarta,PNS,Belum Kawin
320159001259,Penduduk_1259,87,Laki-laki,Jl. Contoh No.1259,Surabaya,Guru,Belum Kawin
320101001260,Penduduk_1260,81,Perempuan,Jl. Contoh No.1260,Yogyakarta,Wiraswasta,Cerai Mati
320133001261,Penduduk_1261,81,Perempuan,Jl. Contoh No.1261,Denpasar,Pelajar,Belum Kawin
320116001262,Penduduk_1262,14,Perempuan,Jl. Contoh No.1262,Denpasar,Guru,Kawin
320187001263,Penduduk_1263,9,Perempuan,Jl. Contoh No.1263,Yogyakarta,Wiraswasta,Kawin
320154001264,Penduduk_1264,40,Laki-laki,Jl. Contoh No.1264,Surabaya,Dokter,Cerai Hidup
320114001265,Penduduk_1265,66,Perempuan,Jl. Contoh No.1265,Denpasar,Petani,Belum Kawin
320147001266,Penduduk_1266,25,Laki-laki,Jl. Contoh No.1266,Makassar,Mahasiswa,Kawin
320132001267,Penduduk_1267,73,Laki-laki,Jl. Contoh No.1267,Yogyakarta,Pelajar,Cerai Mati
320186001268,Penduduk_1268,22,Perempuan,Jl. Contoh No.1268,Makassar,Pengangguran,Belum Kawin
320191001269,Penduduk_1269,4,Laki-laki,Jl. Contoh No.1269,Yogyakarta,Guru,Kawin
320101001270,Penduduk_1270,26,Perempuan,Jl. Contoh No.1270,Jakarta,Guru,Belum Kawin
320109001271,Penduduk_1271,58,Perempuan,Jl. Contoh No.1271,Jakarta,PNS,Cerai Mati
320152001272,Penduduk_1272,29,Laki-laki,Jl. Contoh No.1272,Jakarta,Petani,Kawin
320166001273,Penduduk_1273,87,Laki-laki,Jl. Contoh No.1273,Denpasar,Pengangguran,Cerai Hidup
320172001274,Penduduk_1274,37,Laki-laki,Jl. Contoh No.1274,Makassar,Mahasiswa,Cerai Hidup
320180001275,Penduduk_1275,75,Laki-laki,Jl. Contoh No.1275,Makassar,Wiraswasta,Belum Kawin
320121001276,Penduduk_1276,70,Perempuan,Jl. Contoh No.1276,Makassar,Mahasiswa,Cerai Mati
320185001277,Penduduk_1277,18,Perempuan,Jl. Contoh No.1277,Surabaya,Petani,Kawin
320163001278,Penduduk_1278,85,Perempuan,Jl. Contoh No.1278,Makassar,Petani,Cerai Mati
320165001279,Penduduk_1279,42,Laki-laki,Jl. Contoh No.1279,Surabaya,Dokter,Kawin
320157001280,Penduduk_1280,41,Laki-laki,Jl. Contoh No.1280,Jakarta,Dokter,Belum Kawin
320165001281,Penduduk_1281,38,Laki-laki,Jl. Contoh No.1281,Jakarta,Mahasiswa,Kawin
320163001282,Penduduk_1282,34,Perempuan,Jl. Contoh No.1282,Denpasar,Wiraswasta,Cerai Mati
320195001283,Penduduk_1283,17,Laki-laki,Jl. Contoh No.1283,Yogyakarta,Mahasiswa,Cerai Mati
320187001284,Penduduk_1284,37,Perempuan,Jl. Contoh No.1284,Jakarta,Petani,Belum Kawin
320145001285,Penduduk_1285,25,Laki-laki,Jl. Contoh No.1285,Yogyakarta,Petani,Cerai Mati
320135001286,Penduduk_1286,76,Perempuan,Jl. Contoh No.1286,Yogyakarta,PNS,Kawin
320121001287,Penduduk_1287,87,Perempuan,Jl. Contoh No.1287,Denpasar,Dokter,Belum Kawin
320150001288,Penduduk_1288,86,Laki-laki,Jl. Contoh No.1288,Bandung,Pengangguran,Kawin
320103001289,Penduduk_1289,85,Laki-laki,Jl. Contoh No.1289,Bandung,Pengangguran,Cerai Mati
320155001290,Penduduk_1290,27,Perempuan,Jl. Contoh No.1290,Medan,Pengangguran,Belum Kawin
320194001291,Penduduk_1291,57,Perempuan,Jl. Contoh No.1291,Denpasar,PNS,Kawin
320104001292,Penduduk_1292,31,Laki-laki,Jl. Contoh No.1292,Medan,Pelajar,Cerai Mati
320177001293,Penduduk_1293,6,Laki-laki,Jl. Contoh No.1293,Medan,Pengangguran,Cerai Mati
320136001294,Penduduk_1294,40,Perempuan,Jl. Contoh No.1294,Bandung,Petani,Cerai Hidup
320198001295,Penduduk_1295,12,Laki-laki,Jl. Contoh No.1295,Denpasar,PNS,Cerai Mati
320188001296,Penduduk_1296,53,Perempuan,Jl. Contoh No.1296,Bandung,Mahasiswa,Kawin
320152001297,Penduduk_1297,71,Perempuan,Jl. Contoh No.1297,Medan,Dokter,Belum Kawin
320176001298,Penduduk_1298,10,Laki-laki,Jl. Contoh No.1298,Denpasar,Dokter,Cerai Hidup
320162001299,Penduduk_1299,45,Laki-laki,Jl. Contoh No.1299,Medan,Wiraswasta,Cerai Mati
320134001300,Penduduk_1300,17,Laki-laki,Jl. Contoh No.1300,Makassar,Mahasiswa,Cerai Mati
320150001301,Penduduk_1301,26,Laki-laki,Jl. Contoh No.1301,Yogyakarta,Wiraswasta,Cerai Mati
320153001302,Penduduk_1302,85,Laki-laki,Jl. Contoh No.1302,Denpasar,PNS,Kawin
320105001303,Penduduk_1303,62,Perempuan,Jl. Contoh No.1303,Denpasar,Guru,Cerai Hidup
320152001304,Penduduk_1304,46,Perempuan,Jl. Contoh No.1304,Yogyakarta,Pengangguran,Kawin
320189001305,Penduduk_1305,64,Laki-laki,Jl. Contoh No.1305,Medan,Pelajar,Cerai Hidup
320165001306,Penduduk_1306,2,Laki-laki,Jl. Contoh No.1306,Makassar,Mahasiswa,Belum Kawin
320108001307,Penduduk_1307,54,Laki-laki,Jl. Contoh No.1307,Surabaya,Mahasiswa,Kawin
320144001308,Penduduk_1308,65,Perempuan,Jl. Contoh No.1308,Yogyakarta,Mahasiswa,Kawin
320137001309,Penduduk_1309,51,Laki-laki,Jl. Contoh No.1309,Bandung,Wiraswasta,Belum Kawin
320113001310,Penduduk_1310,53,Laki-laki,Jl. Contoh No.1310,Medan,PNS,Cerai Hidup
320167001311,Penduduk_1311,36,Perempuan,Jl. Contoh No.1311,Yogyakarta,Mahasiswa,Cerai Mati
320185001312,Penduduk_1312,26,Perempuan,Jl. Contoh No.1312,Yogyakarta,Guru,Belum Kawin
320164001313,Penduduk_1313,29,Laki-laki,Jl. Contoh No.1313,Denpasar,Mahasiswa,Cerai Mati
320114001314,Penduduk_1314,21,Laki-laki,Jl. Contoh No.1314,Bandung,Dokter,Cerai Mati
320136001315,Penduduk_1315,11,Laki-laki,Jl. Contoh No.1315,Bandung,Pengangguran,Belum Kawin
320126001316,Penduduk_1316,40,Perempuan,Jl. Contoh No.1316,Bandung,Pelajar,Cerai Hidup
